date,red_fighter,blue_fighter,total_minutes,red_kd,red_sig_str_landed,red_sig_str_attempted,red_td_landed,red_td_attempted,red_sub_att,red_ctrl_seconds,blue_kd,blue_sig_str_landed,blue_sig_str_attempted,blue_td_landed,blue_td_attempted,blue_sub_att,blue_ctrl_seconds
2024-07-27,Mick Parkin,Lukasz Brzeski,3.383,1.0,34.0,52.0,0.0,0.0,0.0,2.0,0.0,24.0,42.0,0.0,0.0,0.0,0.0
2024-07-27,Shauna Bannon,Alice Ardelean,15.0,0.0,77.0,169.0,0.0,2.0,0.0,10.0,0.0,57.0,105.0,2.0,4.0,0.0,354.0
2024-07-20,Amanda Lemos,Virna Jandiroba,9.8,0.0,2.0,9.0,0.0,0.0,1.0,51.0,0.0,2.0,8.0,1.0,5.0,4.0,387.0
2024-07-20,Steve Garcia,SeungWoo Choi,1.6,1.0,15.0,27.0,0.0,1.0,0.0,37.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0
2024-07-20,Kurt Holobaugh,Kaynan Kruschewsky,15.0,0.0,92.0,171.0,1.0,4.0,0.0,321.0,0.0,89.0,156.0,3.0,3.0,2.0,167.0
2024-07-20,Cody Durden,Bruno Silva,7.967,0.0,28.0,63.0,1.0,1.0,3.0,155.0,1.0,42.0,73.0,0.0,2.0,0.0,23.0
2024-07-20,Dooho Choi,Bill Algeo,8.633,0.0,21.0,35.0,2.0,3.0,3.0,93.0,0.0,17.0,49.0,2.0,3.0,0.0,189.0
2024-07-20,JeongYeong Lee,Hyder Amil,1.083,0.0,4.0,10.0,0.0,0.0,0.0,4.0,0.0,42.0,63.0,0.0,0.0,0.0,0.0
2024-07-20,Brian Kelleher,Cody Gibson,3.967,0.0,2.0,12.0,0.0,0.0,0.0,5.0,0.0,13.0,24.0,2.0,5.0,1.0,158.0
2024-07-20,Miranda Maverick,Dione Barbosa,15.0,0.0,30.0,88.0,2.0,5.0,0.0,487.0,0.0,21.0,52.0,1.0,2.0,1.0,49.0
2024-07-20,Loik Radzhabov,Trey Ogden,15.0,0.0,42.0,86.0,0.0,0.0,0.0,96.0,0.0,24.0,47.0,4.0,5.0,2.0,587.0
2024-07-20,Luana Carolina,Lucie Pudilova,15.0,0.0,94.0,167.0,0.0,1.0,0.0,41.0,0.0,43.0,114.0,2.0,4.0,0.0,125.0
2024-07-20,Mohammed Usman,Thomas Petersen,15.0,0.0,63.0,185.0,0.0,1.0,0.0,0.0,0.0,76.0,138.0,2.0,5.0,0.0,61.0
2024-07-13,Rose Namajunas,Tracy Cortez,25.0,1.0,96.0,180.0,5.0,5.0,0.0,396.0,0.0,58.0,198.0,2.0,5.0,0.0,58.0
2024-07-13,Santiago Ponzinibbio,Muslim Salikhov,15.0,0.0,41.0,117.0,2.0,5.0,0.0,149.0,0.0,46.0,121.0,0.0,5.0,0.0,0.0
2024-07-13,Drew Dober,Jean Silva,11.467,0.0,59.0,147.0,0.0,4.0,0.0,30.0,0.0,53.0,109.0,0.0,0.0,0.0,0.0
2024-07-13,Gabriel Bonfim,Ange Loosa,15.0,0.0,101.0,225.0,1.0,1.0,0.0,10.0,0.0,52.0,153.0,4.0,13.0,0.0,155.0
2024-07-13,Julian Erosa,Christian Rodriguez,4.817,0.0,35.0,88.0,1.0,1.0,1.0,41.0,0.0,33.0,75.0,0.0,0.0,0.0,19.0
2024-07-13,Abdul Razak Alhassan,Cody Brundage,0.617,0.0,23.0,30.0,0.0,0.0,0.0,27.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0
2024-07-13,Joshua Van,Charles Johnson,10.333,0.0,67.0,133.0,1.0,1.0,0.0,15.0,1.0,88.0,191.0,0.0,2.0,0.0,34.0
2024-07-13,Jasmine Jasudavicius,Fatima Kline,15.0,0.0,40.0,89.0,4.0,6.0,1.0,468.0,0.0,39.0,81.0,1.0,1.0,0.0,52.0
2024-07-13,Montel Jackson,Da'Mon Blackshear,0.3,1.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2024-07-13,Luana Santos,Mariya Agapova,3.45,0.0,2.0,4.0,1.0,1.0,3.0,143.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0
2024-07-13,Josh Fremd,Andre Petroski,15.0,0.0,16.0,24.0,0.0,0.0,0.0,13.0,0.0,12.0,18.0,3.0,4.0,1.0,770.0
2024-07-13,Evan Elder,Darrius Flowers,6.767,0.0,45.0,86.0,0.0,1.0,1.0,121.0,0.0,24.0,60.0,1.0,2.0,0.0,28.0
2024-06-29,Alex Pereira,Jiri Prochazka,5.217,2.0,38.0,50.0,0.0,0.0,0.0,3.0,0.0,7.0,25.0,0.0,0.0,0.0,71.0
2024-06-29,Dan Ige,Diego Lopes,15.0,0.0,42.0,77.0,0.0,1.0,0.0,99.0,0.0,49.0,100.0,1.0,3.0,1.0,246.0
2024-06-29,Anthony Smith,Roman Dolidze,15.0,0.0,51.0,93.0,0.0,0.0,0.0,0.0,0.0,100.0,185.0,1.0,3.0,0.0,213.0
2024-06-29,Mayra Bueno Silva,Macy Chiasson,6.967,0.0,46.0,59.0,0.0,4.0,0.0,79.0,0.0,50.0,85.0,1.0,1.0,0.0,108.0
2024-06-29,Ian Machado Garry,Michael Page,15.0,0.0,19.0,39.0,2.0,5.0,2.0,449.0,0.0,21.0,38.0,0.0,0.0,0.0,112.0
2024-06-29,Joe Pyfer,Marc-Andre Barriault,1.417,1.0,8.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2024-06-29,Cub Swanson,Andre Fili,15.0,0.0,62.0,111.0,0.0,2.0,0.0,29.0,0.0,67.0,147.0,2.0,11.0,0.0,230.0
2024-06-29,Charles Jourdain,Jean Silva,6.367,0.0,23.0,46.0,3.0,7.0,0.0,77.0,2.0,34.0,55.0,0.0,0.0,0.0,9.0
2024-06-29,Payton Talbott,Yanis Ghemmouri,0.317,1.0,13.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2024-06-29,Michelle Waterson-Gomez,Gillian Robertson,15.0,0.0,21.0,52.0,1.0,1.0,0.0,19.0,0.0,77.0,105.0,2.0,6.0,2.0,754.0
2024-06-29,Andrei Arlovski,Martin Buday,15.0,0.0,74.0,119.0,0.0,1.0,0.0,298.0,0.0,54.0,84.0,0.0,0.0,0.0,160.0
2024-06-29,Rei Tsuruya,Carlos Hernandez,15.0,0.0,17.0,32.0,3.0,8.0,0.0,379.0,0.0,16.0,32.0,1.0,2.0,0.0,269.0
2024-06-29,Ricky Simon,Vinicius Oliveira,15.0,0.0,42.0,96.0,2.0,11.0,0.0,31.0,0.0,96.0,237.0,1.0,1.0,0.0,16.0
2024-06-22,Robert Whittaker,Ikram Aliskerov,1.817,1.0,14.0,21.0,0.0,0.0,0.0,3.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0
2024-06-22,Sergei Pavlovich,Alexander Volkov,15.0,0.0,46.0,134.0,0.0,1.0,0.0,15.0,0.0,83.0,159.0,0.0,0.0,0.0,0.0
2024-06-22,Kelvin Gastelum,Daniel Rodriguez,15.0,0.0,112.0,238.0,4.0,4.0,0.0,167.0,0.0,127.0,265.0,0.0,0.0,0.0,0.0
2024-06-22,Shara Magomedov,Antonio Trocoli,12.45,1.0,82.0,108.0,0.0,0.0,0.0,17.0,0.0,16.0,34.0,0.0,7.0,0.0,282.0
2024-06-22,Johnny Walker,Volkan Oezdemir,2.467,0.0,15.0,33.0,0.0,0.0,0.0,0.0,2.0,37.0,67.0,0.0,0.0,0.0,6.0
2024-06-22,Nasrat Haqparast,Jared Gordon,15.0,0.0,146.0,316.0,0.0,0.0,0.0,3.0,0.0,141.0,299.0,0.0,13.0,0.0,169.0
2024-06-22,Muhammad Naimov,Felipe Lima,11.25,0.0,30.0,85.0,1.0,5.0,0.0,156.0,0.0,37.0,70.0,1.0,2.0,1.0,66.0
2024-06-22,Rinat Fakhretdinov,Nicolas Dalby,15.0,0.0,68.0,134.0,5.0,11.0,0.0,377.0,0.0,66.0,134.0,0.0,4.0,0.0,237.0
2024-06-22,Kyung Ho Kang,Muin Gafurov,15.0,0.0,12.0,35.0,3.0,11.0,0.0,296.0,0.0,47.0,71.0,1.0,3.0,0.0,398.0
2024-06-22,Magomed Gadzhiyasulov,Brendson Ribeiro,15.0,0.0,26.0,39.0,5.0,5.0,0.0,599.0,0.0,17.0,35.0,3.0,6.0,1.0,116.0
2024-06-22,Xiao Long,ChangHo Lee,15.0,0.0,68.0,103.0,2.0,5.0,0.0,379.0,0.0,84.0,119.0,2.0,9.0,0.0,108.0
2024-06-15,Alex Perez,Tatsuro Taira,7.983,0.0,41.0,77.0,1.0,1.0,0.0,24.0,0.0,31.0,66.0,2.0,2.0,0.0,48.0
2024-06-15,Douglas Silva de Andrade,Miles Johns,15.0,0.0,36.0,119.0,0.0,1.0,0.0,7.0,0.0,50.0,96.0,0.0,3.0,0.0,5.0
2024-06-15,Timmy Cuamba,Lucas Almeida,15.0,0.0,59.0,116.0,2.0,5.0,0.0,138.0,1.0,70.0,196.0,0.0,0.0,0.0,47.0
2024-06-15,Brady Hiestand,Garrett Armfield,11.867,0.0,22.0,50.0,6.0,13.0,3.0,336.0,1.0,49.0,83.0,0.0,0.0,1.0,177.0
2024-06-15,Asu Almabayev,Jose Johnson,15.0,0.0,20.0,29.0,6.0,11.0,4.0,684.0,0.0,5.0,21.0,1.0,1.0,1.0,63.0
2024-06-15,Josh Quinlan,Adam Fugitt,15.0,0.0,53.0,126.0,0.0,0.0,0.0,0.0,0.0,80.0,205.0,0.0,2.0,0.0,0.0
2024-06-15,Jimmy Flick,Nate Maness,15.0,0.0,37.0,75.0,1.0,8.0,2.0,161.0,0.0,89.0,168.0,0.0,0.0,2.0,263.0
2024-06-15,Carli Judice,Gabriella Fernandes,15.0,0.0,169.0,323.0,2.0,4.0,0.0,64.0,0.0,119.0,234.0,2.0,8.0,0.0,160.0
2024-06-15,Jeka Saragih,Westin Wilson,1.817,0.0,4.0,8.0,0.0,1.0,0.0,53.0,0.0,0.0,1.0,1.0,3.0,3.0,35.0
2024-06-15,Melquizael Costa,Shayilan Nuerdanbieke,11.833,0.0,16.0,35.0,2.0,2.0,2.0,180.0,0.0,6.0,8.0,4.0,10.0,1.0,386.0
2024-06-15,Josefine Knutsson,Julia Polastri,15.0,0.0,124.0,244.0,0.0,0.0,0.0,43.0,0.0,64.0,122.0,3.0,3.0,1.0,274.0
2024-06-08,Jared Cannonier,Nassourdine Imavov,16.567,0.0,64.0,109.0,1.0,1.0,0.0,378.0,0.0,82.0,134.0,2.0,3.0,0.0,70.0
2024-06-08,Dominick Reyes,Dustin Jacoby,2.0,2.0,20.0,33.0,0.0,0.0,0.0,3.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0
2024-06-08,Raul Rosas Jr.,Ricky Turcios,7.367,0.0,3.0,9.0,4.0,7.0,1.0,349.0,0.0,7.0,15.0,0.0,0.0,1.0,52.0
2024-06-08,Brunno Ferreira,Dustin Stoltzfus,4.85,1.0,24.0,36.0,0.0,0.0,0.0,10.0,0.0,18.0,40.0,1.0,2.0,2.0,91.0
2024-06-08,Julian Marquez,Zach Reese,0.333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0,0.0,0.0,3.0
2024-06-08,Miguel Baeza,Punahele Soriano,15.0,0.0,7.0,12.0,0.0,2.0,3.0,47.0,0.0,144.0,175.0,5.0,6.0,0.0,658.0
2024-06-08,Thiago Moises,Ludovit Klein,15.0,0.0,24.0,60.0,0.0,8.0,1.0,69.0,2.0,56.0,104.0,1.0,1.0,0.0,188.0
2024-06-08,Charles Radtke,Carlos Prates,4.783,0.0,14.0,27.0,0.0,2.0,0.0,23.0,1.0,15.0,36.0,0.0,0.0,0.0,4.0
2024-06-08,Brad Katona,Jesse Butler,15.0,0.0,68.0,113.0,3.0,3.0,0.0,650.0,0.0,30.0,82.0,0.0,0.0,0.0,0.0
2024-06-08,Andrea Lee,Montana De La Rosa,15.0,0.0,75.0,152.0,0.0,2.0,0.0,128.0,0.0,70.0,180.0,3.0,6.0,1.0,129.0
2024-06-08,John Castaneda,Daniel Marcos,15.0,0.0,60.0,123.0,1.0,5.0,0.0,132.0,1.0,98.0,171.0,0.0,0.0,0.0,61.0
2024-06-08,Eduarda Moura,Denise Gomes,15.0,0.0,18.0,47.0,5.0,26.0,0.0,396.0,0.0,50.0,88.0,0.0,1.0,1.0,140.0
2024-06-08,Cody Stamann,Taylor Lapilus,15.0,0.0,59.0,143.0,1.0,6.0,0.0,204.0,0.0,100.0,180.0,0.0,0.0,0.0,27.0
2024-06-08,Rayanne dos Santos,Puja Tomar,15.0,0.0,84.0,150.0,0.0,3.0,0.0,49.0,0.0,95.0,199.0,0.0,0.0,0.0,11.0
2024-06-01,Islam Makhachev,Dustin Poirier,22.7,0.0,88.0,156.0,5.0,16.0,2.0,623.0,0.0,74.0,183.0,0.0,0.0,0.0,30.0
2024-06-01,Sean Strickland,Paulo Costa,25.0,0.0,182.0,402.0,0.0,0.0,0.0,1.0,0.0,158.0,266.0,0.0,0.0,0.0,0.0
2024-06-01,Kevin Holland,Michal Oleksiejczuk,1.567,0.0,8.0,17.0,0.0,0.0,1.0,16.0,0.0,8.0,18.0,0.0,0.0,0.0,31.0
2024-06-01,Niko Price,Alex Morono,15.0,0.0,108.0,224.0,5.0,5.0,0.0,217.0,0.0,96.0,210.0,1.0,1.0,0.0,56.0
2024-06-01,Randy Brown,Elizeu Zaleski dos Santos,15.0,0.0,67.0,141.0,0.0,0.0,2.0,42.0,0.0,26.0,76.0,4.0,7.0,1.0,333.0
2024-06-01,Cesar Almeida,Roman Kopylov,15.0,0.0,58.0,105.0,0.0,0.0,0.0,0.0,1.0,41.0,71.0,5.0,9.0,0.0,519.0
2024-06-01,Jailton Almeida,Alexandr Romanov,2.45,0.0,1.0,2.0,1.0,2.0,2.0,127.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2024-06-01,Grant Dawson,Joe Solecki,15.0,0.0,46.0,70.0,3.0,3.0,0.0,826.0,0.0,12.0,19.0,0.0,2.0,1.0,14.0
2024-06-01,Phil Rowe,Jake Matthews,15.0,0.0,34.0,104.0,0.0,1.0,0.0,110.0,0.0,66.0,164.0,1.0,1.0,0.0,184.0
2024-06-01,Mickey Gall,Bassil Hafez,15.0,0.0,83.0,143.0,1.0,2.0,0.0,8.0,0.0,95.0,201.0,3.0,5.0,0.0,72.0
2024-06-01,Ailin Perez,Joselyne Edwards,15.0,1.0,42.0,62.0,6.0,11.0,0.0,258.0,0.0,27.0,64.0,0.0,0.0,1.0,311.0
2024-06-01,Mitch Raposo,Andre Lima,15.0,0.0,32.0,76.0,1.0,2.0,0.0,9.0,0.0,51.0,100.0,0.0,1.0,0.0,9.0
2024-05-18,Edson Barboza,Lerone Murphy,25.0,0.0,79.0,242.0,0.0,0.0,0.0,17.0,0.0,220.0,364.0,4.0,6.0,0.0,319.0
2024-05-18,Khaos Williams,Carlston Harris,1.5,1.0,12.0,20.0,0.0,0.0,0.0,1.0,0.0,14.0,30.0,0.0,0.0,0.0,0.0
2024-05-18,Themba Gorimbo,Ramiz Brahimaj,15.0,0.0,43.0,52.0,5.0,6.0,0.0,613.0,0.0,3.0,6.0,1.0,8.0,0.0,224.0
2024-05-18,Adrian Yanez,Vinicius Salvador,2.783,1.0,36.0,56.0,0.0,0.0,0.0,17.0,0.0,17.0,34.0,0.0,0.0,0.0,0.0
2024-05-18,Luana Pinheiro,Angela Hill,9.2,0.0,17.0,60.0,1.0,7.0,0.0,4.0,0.0,28.0,79.0,2.0,6.0,1.0,186.0
2024-05-18,Victor Martinez,Tom Nolan,3.833,1.0,18.0,26.0,0.0,1.0,0.0,48.0,0.0,33.0,64.0,0.0,0.0,0.0,2.0
2024-05-18,Oumar Sy,Tuco Tokkos,3.717,0.0,0.0,2.0,2.0,3.0,1.0,210.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
2024-05-18,Tamires Vidal,Melissa Gatto,10.617,0.0,15.0,29.0,0.0,0.0,1.0,53.0,0.0,30.0,52.0,2.0,2.0,1.0,418.0
2024-05-18,Abus Magomedov,Warlley Alves,15.0,0.0,22.0,44.0,6.0,7.0,0.0,716.0,0.0,16.0,38.0,0.0,0.0,0.0,37.0
2024-05-18,Piera Rodriguez,Ariane Carnelossi,8.267,1.0,40.0,81.0,1.0,2.0,0.0,233.0,0.0,16.0,49.0,0.0,0.0,0.0,0.0
2024-05-18,Alatengheili,Kleydson Rodrigues,15.0,0.0,18.0,59.0,3.0,4.0,0.0,496.0,0.0,37.0,88.0,0.0,1.0,0.0,30.0
2024-05-18,Vanessa Demopoulos,Emily Ducote,15.0,0.0,109.0,293.0,0.0,3.0,0.0,0.0,0.0,143.0,214.0,0.0,0.0,0.0,46.0
2024-05-11,Derrick Lewis,Rodrigo Nascimento,10.817,1.0,41.0,75.0,1.0,4.0,0.0,203.0,0.0,27.0,41.0,1.0,1.0,0.0,286.0
2024-05-11,Joaquin Buckley,Nursulton Ruziboev,15.0,1.0,86.0,156.0,4.0,4.0,0.0,330.0,0.0,31.0,72.0,0.0,0.0,0.0,34.0
2024-05-11,Alonzo Menifield,Carlos Ulberg,0.2,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,11.0,0.0,0.0,0.0,2.0
2024-05-11,Diego Ferreira,Mateusz Rebecki,14.85,0.0,123.0,241.0,3.0,3.0,0.0,132.0,1.0,52.0,137.0,4.0,5.0,0.0,146.0
2024-05-11,Alex Caceres,Sean Woodson,15.0,0.0,82.0,197.0,0.0,0.0,0.0,12.0,0.0,101.0,226.0,0.0,0.0,0.0,0.0
2024-05-11,Waldo Cortes Acosta,Robelis Despaigne,15.0,0.0,52.0,101.0,3.0,4.0,1.0,589.0,0.0,26.0,52.0,0.0,0.0,0.0,19.0
2024-05-11,Chase Hooper,Viacheslav Borshchev,8.0,1.0,62.0,109.0,1.0,1.0,2.0,363.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0
2024-05-11,Terrance McKinney,Esteban Ribovics,0.617,0.0,5.0,18.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,0.0,0.0,0.0,3.0
2024-05-11,Tabatha Ricci,Tecia Pennington,15.0,0.0,54.0,143.0,1.0,10.0,0.0,315.0,0.0,80.0,219.0,0.0,2.0,0.0,4.0
2024-05-11,Billy Ray Goff,Trey Waters,15.0,0.0,116.0,249.0,1.0,12.0,0.0,246.0,0.0,96.0,225.0,0.0,1.0,1.0,0.0
2024-05-11,Charles Johnson,Jake Hadley,15.0,1.0,70.0,168.0,0.0,0.0,0.0,19.0,0.0,48.0,128.0,0.0,11.0,0.0,132.0
2024-05-11,JJ Aldrich,Veronica Hardy,15.0,0.0,27.0,63.0,0.0,2.0,0.0,309.0,0.0,36.0,78.0,0.0,0.0,0.0,1.0
2024-05-04,Alexandre Pantoja,Steve Erceg,25.0,0.0,125.0,242.0,9.0,19.0,0.0,495.0,0.0,111.0,212.0,1.0,6.0,0.0,32.0
2024-05-04,Jose Aldo,Jonathan Martinez,15.0,0.0,77.0,139.0,1.0,2.0,0.0,105.0,0.0,52.0,118.0,0.0,2.0,0.0,80.0
2024-05-04,Anthony Smith,Vitor Petrino,2.0,0.0,11.0,20.0,0.0,0.0,1.0,0.0,0.0,10.0,22.0,1.0,2.0,0.0,14.0
2024-05-04,Michel Pereira,Ihor Potieria,0.9,0.0,6.0,10.0,0.0,0.0,1.0,9.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
2024-05-04,Paul Craig,Caio Borralho,7.167,0.0,22.0,48.0,0.0,6.0,0.0,30.0,1.0,36.0,50.0,0.0,0.0,0.0,19.0
2024-05-04,Jack Shore,Joanderson Brito,8.583,0.0,24.0,40.0,0.0,2.0,0.0,48.0,0.0,30.0,56.0,1.0,1.0,0.0,309.0
2024-05-04,Karolina Kowalkiewicz,Iasmin Lucindo,15.0,0.0,42.0,111.0,0.0,2.0,0.0,0.0,0.0,83.0,136.0,2.0,6.0,0.0,356.0
2024-05-04,Elves Brener,Myktybek Orolbai,15.0,0.0,48.0,91.0,3.0,6.0,0.0,175.0,1.0,65.0,119.0,5.0,17.0,0.0,432.0
2024-05-04,Joaquim Silva,Drakkar Klose,15.0,1.0,59.0,93.0,0.0,1.0,1.0,55.0,0.0,70.0,123.0,0.0,7.0,0.0,333.0
2024-05-04,Mauricio Ruffy,Jamie Mullarkey,4.7,1.0,25.0,40.0,0.0,1.0,0.0,4.0,0.0,14.0,38.0,0.0,0.0,0.0,0.0
2024-05-04,Dione Barbosa,Ernesta Kareckaite,15.0,0.0,39.0,71.0,2.0,11.0,1.0,231.0,0.0,53.0,156.0,1.0,1.0,0.0,205.0
2024-05-04,Ismael Bonfim,Vinc Pichel,15.0,0.0,111.0,216.0,1.0,2.0,0.0,30.0,0.0,61.0,142.0,1.0,2.0,0.0,29.0
2024-05-04,Alessandro Costa,Kevin Borjas,6.583,1.0,46.0,86.0,0.0,2.0,0.0,43.0,0.0,18.0,56.0,0.0,2.0,0.0,0.0
2024-04-27,Matheus Nicolau,Alex Perez,7.267,0.0,22.0,55.0,0.0,0.0,0.0,0.0,1.0,28.0,71.0,0.0,0.0,0.0,2.0
2024-04-27,Ryan Spann,Bogdan Guskov,8.267,0.0,15.0,38.0,1.0,3.0,1.0,209.0,1.0,31.0,48.0,0.0,0.0,0.0,20.0
2024-04-27,Ariane da Silva,Karine Silva,15.0,0.0,42.0,81.0,0.0,0.0,0.0,126.0,0.0,27.0,75.0,5.0,6.0,0.0,452.0
2024-04-27,Austen Lane,Jhonata Diniz,7.2,0.0,17.0,37.0,1.0,4.0,0.0,269.0,1.0,20.0,33.0,0.0,0.0,0.0,32.0
2024-04-27,Jonathan Pearce,David Onama,15.0,0.0,57.0,129.0,5.0,14.0,1.0,289.0,0.0,58.0,104.0,0.0,1.0,1.0,135.0
2024-04-27,Tim Means,Uros Medic,2.15,0.0,7.0,17.0,0.0,3.0,0.0,78.0,1.0,7.0,12.0,0.0,1.0,0.0,4.0
2024-04-27,Rani Yahya,Victor Henry,12.6,0.0,54.0,109.0,0.0,10.0,0.0,48.0,2.0,109.0,205.0,0.0,2.0,0.0,189.0
2024-04-27,Austin Hubbard,Michal Figlak,15.0,0.0,88.0,206.0,3.0,7.0,0.0,48.0,0.0,92.0,210.0,0.0,3.0,0.0,97.0
2024-04-27,Don'Tale Mayes,Caio Machado,15.0,1.0,67.0,183.0,0.0,0.0,0.0,36.0,0.0,76.0,159.0,0.0,0.0,0.0,0.0
2024-04-27,Marnic Mann,Ketlen Souza,15.0,0.0,31.0,77.0,2.0,5.0,1.0,174.0,0.0,80.0,116.0,1.0,2.0,0.0,191.0
2024-04-27,James Llontop,Chris Padilla,4.55,0.0,19.0,40.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,3.0,3.0,1.0,80.0
2024-04-27,Ivana Petrovic,Liang Na,11.483,0.0,36.0,73.0,3.0,4.0,1.0,337.0,0.0,24.0,52.0,1.0,2.0,0.0,171.0
2024-04-27,Gabriel Benitez,Maheshate,15.0,0.0,121.0,295.0,0.0,0.0,0.0,0.0,0.0,97.0,312.0,0.0,0.0,0.0,3.0
2024-04-13,Alex Pereira,Jamahal Hill,3.233,1.0,24.0,30.0,0.0,0.0,0.0,7.0,0.0,12.0,22.0,0.0,0.0,0.0,0.0
2024-04-13,Zhang Weili,Yan Xiaonan,25.0,0.0,106.0,157.0,6.0,9.0,2.0,764.0,1.0,43.0,85.0,3.0,3.0,0.0,140.0
2024-04-13,Justin Gaethje,Max Holloway,24.983,0.0,103.0,199.0,0.0,0.0,0.0,0.0,1.0,181.0,309.0,0.0,0.0,0.0,0.0
2024-04-13,Charles Oliveira,Arman Tsarukyan,15.0,0.0,19.0,37.0,0.0,0.0,4.0,152.0,0.0,49.0,83.0,2.0,4.0,0.0,521.0
2024-04-13,Bo Nickal,Cody Brundage,8.633,0.0,8.0,13.0,3.0,6.0,2.0,445.0,0.0,4.0,12.0,0.0,0.0,0.0,3.0
2024-04-13,Jiri Prochazka,Aleksandar Rakic,8.283,0.0,69.0,118.0,1.0,1.0,0.0,38.0,0.0,58.0,109.0,0.0,0.0,0.0,0.0
2024-04-13,Calvin Kattar,Aljamain Sterling,15.0,0.0,8.0,29.0,0.0,0.0,0.0,5.0,0.0,39.0,71.0,8.0,13.0,0.0,643.0
2024-04-13,Holly Holm,Kayla Harrison,6.783,0.0,2.0,12.0,0.0,1.0,0.0,15.0,0.0,51.0,71.0,2.0,5.0,1.0,291.0
2024-04-13,Sodiq Yusuff,Diego Lopes,1.483,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,26.0,32.0,0.0,0.0,0.0,34.0
2024-04-13,Jalin Turner,Renato Moicano,9.183,1.0,16.0,40.0,0.0,0.0,0.0,2.0,0.0,36.0,67.0,2.0,6.0,0.0,350.0
2024-04-13,Jessica Andrade,Marina Rodriguez,15.0,0.0,89.0,180.0,1.0,1.0,0.0,233.0,0.0,82.0,228.0,0.0,0.0,1.0,0.0
2024-04-13,King Green,Jim Miller,15.0,1.0,186.0,319.0,1.0,1.0,0.0,54.0,0.0,57.0,144.0,0.0,0.0,0.0,1.0
2024-04-13,Deiveson Figueiredo,Cody Garbrandt,9.033,0.0,13.0,19.0,1.0,5.0,2.0,223.0,0.0,16.0,31.0,0.0,0.0,0.0,2.0
2024-04-06,Brendan Allen,Chris Curtis,25.0,0.0,112.0,222.0,6.0,13.0,0.0,365.0,0.0,124.0,241.0,0.0,0.0,0.0,78.0
2024-04-06,Alexander Hernandez,Damon Jackson,15.0,1.0,32.0,87.0,0.0,0.0,0.0,142.0,0.0,42.0,85.0,3.0,7.0,0.0,378.0
2024-04-06,Morgan Charriere,Chepe Mariscal,15.0,0.0,49.0,104.0,2.0,5.0,1.0,222.0,0.0,71.0,137.0,1.0,8.0,0.0,218.0
2024-04-06,Ignacio Bahamondes,Christos Giagos,3.567,1.0,40.0,68.0,0.0,0.0,0.0,15.0,0.0,17.0,45.0,0.0,1.0,0.0,10.0
2024-04-06,Trevor Peek,Charlie Campbell,15.0,0.0,47.0,97.0,2.0,3.0,0.0,195.0,0.0,54.0,100.0,4.0,10.0,0.0,341.0
2024-04-06,Court McGee,Alex Morono,15.0,0.0,60.0,160.0,1.0,6.0,0.0,200.0,0.0,38.0,141.0,0.0,0.0,1.0,0.0
2024-04-06,Valter Walker,Lukasz Brzeski,15.0,0.0,33.0,67.0,4.0,5.0,0.0,439.0,0.0,58.0,102.0,0.0,0.0,0.0,43.0
2024-04-06,Norma Dumont,Germaine de Randamie,15.0,0.0,11.0,29.0,6.0,8.0,0.0,604.0,0.0,16.0,33.0,0.0,0.0,0.0,141.0
2024-04-06,Pedro Falcao,Victor Hugo,15.0,0.0,42.0,106.0,1.0,13.0,0.0,430.0,1.0,68.0,124.0,0.0,0.0,0.0,49.0
2024-04-06,Dan Argueta,Jean Matsumoto,9.983,0.0,14.0,39.0,9.0,19.0,0.0,361.0,0.0,19.0,35.0,2.0,4.0,1.0,94.0
2024-04-06,Dylan Budka,Cesar Almeida,7.217,0.0,1.0,5.0,3.0,6.0,0.0,353.0,0.0,29.0,38.0,0.0,0.0,0.0,12.0
2024-04-06,Melissa Mullins,Nora Cornolle,8.1,0.0,11.0,24.0,1.0,4.0,0.0,320.0,1.0,36.0,51.0,0.0,0.0,0.0,30.0
2024-03-30,Erin Blanchfield,Manon Fiorot,25.0,0.0,130.0,386.0,0.0,3.0,1.0,48.0,0.0,172.0,359.0,1.0,4.0,0.0,53.0
