fight_id,date,event,fighter_a,fighter_b,winner,fighter_a_won,weight_class,method,round,fighter_a_pre_elo,fighter_b_pre_elo,elo_diff,fighter_a_expected_win_prob,fighter_b_expected_win_prob,fighter_a_age,fighter_b_age,age_diff,fighter_a_height,fighter_b_height,height_diff,fighter_a_reach,fighter_b_reach,reach_diff,fighter_a_prior_fights,fighter_b_prior_fights,prior_fights_diff,fighter_a_prior_wins,fighter_b_prior_wins,prior_wins_diff,fighter_a_prior_losses,fighter_b_prior_losses,prior_losses_diff,fighter_a_prior_win_pct,fighter_b_prior_win_pct,prior_win_pct_diff,fighter_a_wins_last_3,fighter_b_wins_last_3,wins_last_3_diff,fighter_a_win_pct_last_3,fighter_b_win_pct_last_3,win_pct_last_3_diff,fighter_a_wins_last_5,fighter_b_wins_last_5,wins_last_5_diff,fighter_a_win_pct_last_5,fighter_b_win_pct_last_5,win_pct_last_5_diff,fighter_a_days_since_last_fight,fighter_b_days_since_last_fight,days_since_last_fight_diff
8529,1994-09-09,UFC 3: The American Dream,Royce Gracie,Kimo Leopoldo,Royce Gracie,1,Open Weight,Submission,1,1559.729526119354,1500.0,59.72952611935398,0.5851207667460613,0.4148792332539387,27.74,26.68,1.0599999999999987,185.4,190.5,-5.099999999999994,,,,4,0,4,4,0,4,0,0,0,1.0,,,3,0,3,1.0,,,4,0,4,1.0,,,182.0,,
8530,1994-09-09,UFC 3: The American Dream,Harold Howard,Roland Payne,Harold Howard,1,Open Weight,KO/TKO,1,1484.0,1500.0,-16.0,0.4769904127024377,0.5230095872975623,,,,188.0,175.3,12.699999999999989,,,,1,0,1,0,0,0,1,0,1,0.0,,,0,0,0,0.0,,,0,0,0,0.0,,,0.0,,
8531,1994-09-09,UFC 3: The American Dream,Ken Shamrock,Christophe Leninger,Ken Shamrock,1,Open Weight,KO/TKO,1,1516.0,1500.0,16.0,0.5230095872975623,0.4769904127024377,30.58,,,185.4,182.9,2.5,182.9,,,1,0,1,1,0,1,0,0,0,1.0,,,1,0,1,1.0,,,1,0,1,1.0,,,0.0,,
8532,1994-09-09,UFC 3: The American Dream,Keith Hackney,Emmanuel Yarborough,Keith Hackney,1,Open Weight,KO/TKO,1,1500.0,1500.0,0.0,0.5,0.5,,34.01,,180.3,203.2,-22.899999999999977,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,
8517,1994-12-16,UFC 4: Revenge of the Warriors,Royce Gracie,Dan Severn,Royce Gracie,1,,Submission,1,1573.00566158348,1500.0,73.0056615834801,0.6035441168087182,0.3964558831912818,28.01,36.52,-8.510000000000002,185.4,188.0,-2.5999999999999943,,,,5,0,5,5,0,5,0,0,0,1.0,,,3,0,3,1.0,,,5,0,5,1.0,,,98.0,,
8518,1994-12-16,UFC 4: Revenge of the Warriors,Dan Severn,Marcus Bossett,Dan Severn,1,Open Weight,Submission,1,1487.313411737879,1500.0,-12.68658826212095,0.48175064201559653,0.5182493579844034,36.52,,,188.0,185.4,2.5999999999999943,,,,1,0,1,0,0,0,1,0,1,0.0,,,0,0,0,0.0,,,0,0,0,0.0,,,0.0,,
8519,1994-12-16,UFC 4: Revenge of the Warriors,Royce Gracie,Keith Hackney,Royce Gracie,1,Open Weight,Submission,1,1585.692249845601,1516.0,69.69224984560105,0.5989713362752582,0.4010286637247418,28.01,,,185.4,180.3,5.099999999999994,,,,6,1,5,6,1,5,0,0,0,1.0,1.0,0.0,3,1,2,1.0,1.0,0.0,5,1,4,1.0,1.0,0.0,0.0,98.0,-98.0
8520,1994-12-16,UFC 4: Revenge of the Warriors,Dan Severn,Anthony Macias,Dan Severn,1,Open Weight,Submission,1,1503.89739119338,1500.0,3.8973911933799172,0.5056085615416224,0.49439143845837763,36.52,,,188.0,175.3,12.699999999999989,,,,2,0,2,1,0,1,1,0,1,0.5,,,1,0,1,0.5,,,1,0,1,0.5,,,0.0,,
8521,1994-12-16,UFC 4: Revenge of the Warriors,Steve Jennum,Melton Bowen,Steve Jennum,1,Open Weight,Submission,1,1516.0,1500.0,16.0,0.5230095872975623,0.4769904127024377,,25.42,,177.8,182.9,-5.099999999999994,,,,1,0,1,1,0,1,0,0,0,1.0,,,1,0,1,1.0,,,1,0,1,1.0,,,98.0,,
8522,1994-12-16,UFC 4: Revenge of the Warriors,Keith Hackney,Joe Son,Keith Hackney,1,Open Weight,Submission,1,1503.1670827608082,1500.0,3.167082760808171,0.5045576722329524,0.49544232776704755,,24.07,,180.3,162.6,17.700000000000017,,,,2,0,2,1,0,1,1,0,1,0.5,,,1,0,1,0.5,,,1,0,1,0.5,,,0.0,,
8523,1994-12-16,UFC 4: Revenge of the Warriors,Royce Gracie,Ron van Clief,Royce Gracie,1,Open Weight,Submission,1,1598.5251670847929,1500.0,98.52516708479288,0.6381067828544729,0.36189321714552714,28.01,51.89,-23.88,185.4,177.8,7.599999999999994,,,,7,0,7,7,0,7,0,0,0,1.0,,,3,0,3,1.0,,,5,0,5,1.0,,,0.0,,
8524,1994-12-16,UFC 4: Revenge of the Warriors,Guy Mezger,Jason Fairn,Guy Mezger,1,Open Weight,KO/TKO,1,1500.0,1500.0,0.0,0.5,0.5,26.96,,,185.4,185.4,0.0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,
8525,1994-12-16,UFC 4: Revenge of the Warriors,Marcus Bossett,Eldo Xavier Dias,Marcus Bossett,1,Open Weight,KO/TKO,1,1483.4160205444991,1500.0,-16.583979455500867,0.47615184416151213,0.5238481558384879,,30.42,,185.4,180.3,5.099999999999994,,,,1,0,1,0,0,0,1,0,1,0.0,,,0,0,0,0.0,,,0,0,0,0.0,,,0.0,,
8526,1994-12-16,UFC 4: Revenge of the Warriors,Joe Charles,Kevin Rosier,Joe Charles,1,Open Weight,Submission,1,1500.0,1500.0,0.0,0.5,0.5,,,,185.4,193.0,-7.599999999999994,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,
8508,1995-04-07,UFC 5: The Return of the Beast,Dan Severn,Dave Beneteau,Dan Severn,1,,Submission,1,1519.717917224048,1500.0,19.71791722404805,0.5283459375683306,0.4716540624316694,36.83,,,188.0,188.0,0.0,,,,3,0,3,2,0,2,1,0,1,0.6666666666666666,,,2,0,2,0.6666666666666666,,,2,0,2,0.6666666666666666,,,112.0,,
8509,1995-04-07,UFC 5: The Return of the Beast,Dan Severn,Oleg Taktarov,Dan Severn,1,Open Weight,TKO - Doctor's Stoppage,1,1534.8108472218614,1500.0,34.81084722186142,0.5499298696979356,0.45007013030206444,36.83,27.61,9.219999999999999,188.0,182.9,5.099999999999994,,,,4,0,4,3,0,3,1,0,1,0.75,,,3,0,3,1.0,,,3,0,3,0.75,,,0.0,,
8510,1995-04-07,UFC 5: The Return of the Beast,Dave Beneteau,Todd Medina,Dave Beneteau,1,Open Weight,KO/TKO,1,1484.9070700021866,1500.0,-15.092929997813371,0.4782931804447531,0.5217068195552469,,,,188.0,177.8,10.199999999999989,,,,1,0,1,0,0,0,1,0,1,0.0,,,0,0,0,0.0,,,0,0,0,0.0,,,0.0,,
8511,1995-04-07,UFC 5: The Return of the Beast,Dan Severn,Joe Charles,Dan Severn,1,Open Weight,Submission,1,1549.2130913915275,1516.0,33.21309139152754,0.5476524135102371,0.4523475864897629,36.83,,,188.0,185.4,2.5999999999999943,,,,5,1,4,4,1,3,1,0,1,0.8,1.0,-0.19999999999999996,3,1,2,1.0,1.0,0.0,4,1,3,0.8,1.0,-0.19999999999999996,0.0,112.0,-112.0
8512,1995-04-07,UFC 5: The Return of the Beast,Oleg Taktarov,Ernie Verdicia,Oleg Taktarov,1,Open Weight,Submission,1,1485.5977558303339,1500.0,-14.402244169666119,0.4792853681833058,0.5207146318166942,27.61,,,182.9,180.3,2.5999999999999943,,,,1,0,1,0,0,0,1,0,1,0.0,,,0,0,0,0.0,,,0,0,0,0.0,,,0.0,,
8513,1995-04-07,UFC 5: The Return of the Beast,Todd Medina,Larry Cureton,Todd Medina,1,Open Weight,Submission,1,1483.305381774232,1500.0,-16.694618225767954,0.47599298681042823,0.5240070131895718,,,,177.8,188.0,-10.199999999999989,,,,1,0,1,0,0,0,1,0,1,0.0,,,0,0,0,0.0,,,0,0,0,0.0,,,0.0,,
8514,1995-04-07,UFC 5: The Return of the Beast,Jon Hess,Andy Anderson,Jon Hess,1,Open Weight,KO/TKO,1,1500.0,1500.0,0.0,0.5,0.5,,20.73,,200.7,167.6,33.099999999999994,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,,,,,,
8515,1995-04-07,UFC 5: The Return of the Beast,Guy Mezger,John Dowdy,Guy Mezger,1,Open Weight,KO/TKO,1,1516.0,1500.0,16.0,0.5230095872975623,0.4769904127024377,27.26,,,185.4,,,,,,1,0,1,1,0,1,0,0,0,1.0,,,1,0,1,1.0,,,1,0,1,1.0,,,112.0,,
