date,event,red_fighter,blue_fighter,winner,weight_class,method,round
2023-12-16,UFC 296: Edwards vs. Covington,Tony Ferguson,Paddy Pimblett,Paddy Pimblett,Lightweight,Decision - Unanimous,3
2023-12-16,UFC 296: Edwards vs. Covington,Josh Emmett,Bryce Mitchell,Josh Emmett,Featherweight,KO/TKO,1
2023-12-16,UFC 296: Edwards vs. Covington,Alonzo Menifield,Dustin Jacoby,Alonzo Menifield,Light Heavyweight,Decision - Unanimous,3
2023-12-16,UFC 296: Edwards vs. Covington,Irene Aldana,Karol Rosa,Irene Aldana,Women's Bantamweight,Decision - Unanimous,3
2023-12-16,UFC 296: Edwards vs. Covington,Cody Garbrandt,Brian Kelleher,Cody Garbrandt,Bantamweight,KO/TKO,1
2023-12-16,UFC 296: Edwards vs. Covington,Casey O'Neill,Ariane da Silva,Ariane da Silva,Women's Flyweight,Submission,2
2023-12-16,UFC 296: Edwards vs. Covington,Tagir Ulanbekov,Cody Durden,Tagir Ulanbekov,Flyweight,Submission,2
2023-12-16,UFC 296: Edwards vs. Covington,Andre Fili,Lucas Almeida,Andre Fili,Featherweight,KO/TKO,1
2023-12-16,UFC 296: Edwards vs. Covington,Martin Buday,Shamil Gaziev,Shamil Gaziev,Heavyweight,KO/TKO,2
2023-12-09,UFC Fight Night: Song vs. Gutierrez,Song Yadong,Chris Gutierrez,Song Yadong,Bantamweight,Decision - Unanimous,5
2023-12-09,UFC Fight Night: Song vs. Gutierrez,Anthony Smith,Khalil Rountree Jr.,Khalil Rountree Jr.,Light Heavyweight,KO/TKO,3
2023-12-09,UFC Fight Night: Song vs. Gutierrez,Nasrat Haqparast,Jamie Mullarkey,Nasrat Haqparast,Lightweight,KO/TKO,1
2023-12-09,UFC Fight Night: Song vs. Gutierrez,Tim Elliott,Sumudaerji,Tim Elliott,Bantamweight,Submission,1
2023-12-09,UFC Fight Night: Song vs. Gutierrez,JunYong Park,Andre Muniz,Andre Muniz,Middleweight,Decision - Split,3
2023-12-09,UFC Fight Night: Song vs. Gutierrez,Song Kenan,Kevin Jousset,Kevin Jousset,Welterweight,Decision - Unanimous,3
2023-12-09,UFC Fight Night: Song vs. Gutierrez,HyunSung Park,Shannon Ross,HyunSung Park,Flyweight,KO/TKO,2
2023-12-09,UFC Fight Night: Song vs. Gutierrez,Steve Garcia,Melquizael Costa,Steve Garcia,Lightweight,KO/TKO,2
2023-12-09,UFC Fight Night: Song vs. Gutierrez,Luana Santos,Stephanie Egger,Luana Santos,Women's Bantamweight,Decision - Unanimous,3
2023-12-09,UFC Fight Night: Song vs. Gutierrez,Tatsuro Taira,Carlos Hernandez,Tatsuro Taira,Flyweight,KO/TKO,2
2023-12-09,UFC Fight Night: Song vs. Gutierrez,Rayanne dos Santos,Talita Alencar,Talita Alencar,Women's Strawweight,Decision - Split,3
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,Beneil Dariush,Arman Tsarukyan,Arman Tsarukyan,Lightweight,KO/TKO,1
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,Jalin Turner,King Green,Jalin Turner,Lightweight,KO/TKO,1
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,Rob Font,Deiveson Figueiredo,Deiveson Figueiredo,Bantamweight,Decision - Unanimous,3
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,Sean Brady,Kelvin Gastelum,Sean Brady,Welterweight,Submission,3
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,Clay Guida,Joaquim Silva,Joaquim Silva,Lightweight,Decision - Unanimous,3
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,Punahele Soriano,Dustin Stoltzfus,Dustin Stoltzfus,Middleweight,Submission,2
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,Miesha Tate,Julia Avila,Miesha Tate,Women's Bantamweight,Submission,3
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,Zach Reese,Cody Brundage,Cody Brundage,Middleweight,KO/TKO,1
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,Drakkar Klose,Joe Solecki,Drakkar Klose,Lightweight,KO/TKO,1
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,Rodolfo Bellato,Ihor Potieria,Rodolfo Bellato,Light Heavyweight,KO/TKO,2
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,Wellington Turman,Jared Gooden,Jared Gooden,Welterweight,Submission,2
2023-12-02,UFC Fight Night: Dariush vs. Tsarukyan,Veronica Hardy,Jamey-Lyn Horth,Veronica Hardy,Women's Flyweight,Decision - Split,3
2023-11-18,UFC Fight Night: Allen vs. Craig,Brendan Allen,Paul Craig,Brendan Allen,Middleweight,Submission,3
2023-11-18,UFC Fight Night: Allen vs. Craig,Michael Morales,Jake Matthews,Michael Morales,Welterweight,Decision - Unanimous,3
2023-11-18,UFC Fight Night: Allen vs. Craig,Chase Hooper,Jordan Leavitt,Chase Hooper,Lightweight,Submission,1
2023-11-18,UFC Fight Night: Allen vs. Craig,Payton Talbott,Nick Aguirre,Payton Talbott,Bantamweight,Submission,3
2023-11-18,UFC Fight Night: Allen vs. Craig,Luana Pinheiro,Amanda Ribas,Amanda Ribas,Women's Strawweight,KO/TKO,3
2023-11-18,UFC Fight Night: Allen vs. Craig,Uros Medic,Myktybek Orolbai,Myktybek Orolbai,Welterweight,Submission,2
2023-11-18,UFC Fight Night: Allen vs. Craig,Jonathan Pearce,Joanderson Brito,Joanderson Brito,Featherweight,Submission,2
2023-11-18,UFC Fight Night: Allen vs. Craig,Chad Anheliger,Jose Johnson,Jose Johnson,Bantamweight,Submission,3
2023-11-18,UFC Fight Night: Allen vs. Craig,Christian Leroy Duncan,Denis Tiuliulin,Christian Leroy Duncan,Middleweight,KO/TKO,2
2023-11-18,UFC Fight Night: Allen vs. Craig,Mick Parkin,Caio Machado,Mick Parkin,Heavyweight,Decision - Unanimous,3
2023-11-18,UFC Fight Night: Allen vs. Craig,Jeka Saragih,Lucas Alexander,Jeka Saragih,Featherweight,KO/TKO,1
2023-11-18,UFC Fight Night: Allen vs. Craig,Lucie Pudilova,Ailin Perez,Ailin Perez,Women's Bantamweight,Decision - Unanimous,3
2023-11-18,UFC Fight Night: Allen vs. Craig,Trey Ogden,Nikolas Motta,,Lightweight,Overturned,3
2023-11-18,UFC Fight Night: Allen vs. Craig,Charles Johnson,Rafael Estevam,Rafael Estevam,Flyweight,Decision - Unanimous,3
2023-11-11,UFC 295: Prochazka vs. Pereira,Jiri Prochazka,Alex Pereira,Alex Pereira,Light Heavyweight,KO/TKO,2
2023-11-11,UFC 295: Prochazka vs. Pereira,Sergei Pavlovich,Tom Aspinall,Tom Aspinall,Heavyweight,KO/TKO,1
2023-11-11,UFC 295: Prochazka vs. Pereira,Jessica Andrade,Mackenzie Dern,Jessica Andrade,Women's Strawweight,KO/TKO,2
2023-11-11,UFC 295: Prochazka vs. Pereira,Matt Frevola,Benoit Saint Denis,Benoit Saint Denis,Lightweight,KO/TKO,1
2023-11-11,UFC 295: Prochazka vs. Pereira,Diego Lopes,Pat Sabatini,Diego Lopes,Featherweight,KO/TKO,1
2023-11-11,UFC 295: Prochazka vs. Pereira,Steve Erceg,Alessandro Costa,Steve Erceg,Flyweight,Decision - Unanimous,3
2023-11-11,UFC 295: Prochazka vs. Pereira,Tabatha Ricci,Loopy Godinez,Loopy Godinez,Women's Strawweight,Decision - Split,3
2023-11-11,UFC 295: Prochazka vs. Pereira,Mateusz Rebecki,Roosevelt Roberts,Mateusz Rebecki,Lightweight,Submission,1
2023-11-11,UFC 295: Prochazka vs. Pereira,Nazim Sadykhov,Viacheslav Borshchev,,Lightweight,Decision - Majority,3
2023-11-11,UFC 295: Prochazka vs. Pereira,Jared Gordon,Mark Madsen,Jared Gordon,Lightweight,KO/TKO,1
2023-11-11,UFC 295: Prochazka vs. Pereira,John Castaneda,Kyung Ho Kang,John Castaneda,Catch Weight,Decision - Unanimous,3
2023-11-11,UFC 295: Prochazka vs. Pereira,Joshua Van,Kevin Borjas,Joshua Van,Flyweight,Decision - Unanimous,3
2023-11-11,UFC 295: Prochazka vs. Pereira,Dennis Buzukja,Jamall Emmers,Jamall Emmers,Featherweight,KO/TKO,1
2023-11-04,UFC Fight Night: Almeida vs. Lewis,Jailton Almeida,Derrick Lewis,Jailton Almeida,Heavyweight,Decision - Unanimous,5
2023-11-04,UFC Fight Night: Almeida vs. Lewis,Gabriel Bonfim,Nicolas Dalby,Nicolas Dalby,Welterweight,KO/TKO,2
2023-11-04,UFC Fight Night: Almeida vs. Lewis,Rodrigo Nascimento,Don'Tale Mayes,Rodrigo Nascimento,Heavyweight,Decision - Unanimous,3
2023-11-04,UFC Fight Night: Almeida vs. Lewis,Caio Borralho,Abus Magomedov,Caio Borralho,Middleweight,Decision - Unanimous,3
2023-11-04,UFC Fight Night: Almeida vs. Lewis,Elves Brener,Kaynan Kruschewsky,Elves Brener,Catch Weight,KO/TKO,1
2023-11-04,UFC Fight Night: Almeida vs. Lewis,Rinat Fakhretdinov,Elizeu Zaleski dos Santos,,Welterweight,Decision - Majority,3
2023-11-04,UFC Fight Night: Almeida vs. Lewis,Vitor Petrino,Modestas Bukauskas,Vitor Petrino,Light Heavyweight,KO/TKO,2
2023-11-04,UFC Fight Night: Almeida vs. Lewis,Angela Hill,Denise Gomes,Angela Hill,Women's Strawweight,Decision - Unanimous,3
2023-11-04,UFC Fight Night: Almeida vs. Lewis,Eduarda Moura,Montserrat Conejo Ruiz,Eduarda Moura,Women's Strawweight,KO/TKO,2
2023-11-04,UFC Fight Night: Almeida vs. Lewis,Kaue Fernandes,Marc Diakiese,Marc Diakiese,Lightweight,Decision - Split,3
2023-10-21,UFC 294: Makhachev vs. Volkanovski 2,Islam Makhachev,Alexander Volkanovski,Islam Makhachev,Lightweight,KO/TKO,1
2023-10-21,UFC 294: Makhachev vs. Volkanovski 2,Kamaru Usman,Khamzat Chimaev,Khamzat Chimaev,Middleweight,Decision - Majority,3
2023-10-21,UFC 294: Makhachev vs. Volkanovski 2,Magomed Ankalaev,Johnny Walker,,Light Heavyweight,Could Not Continue,1
2023-10-21,UFC 294: Makhachev vs. Volkanovski 2,Ikram Aliskerov,Warlley Alves,Ikram Aliskerov,Middleweight,KO/TKO,1
2023-10-21,UFC 294: Makhachev vs. Volkanovski 2,Said Nurmagomedov,Muin Gafurov,Said Nurmagomedov,Bantamweight,Submission,1
2023-10-21,UFC 294: Makhachev vs. Volkanovski 2,Tim Elliott,Muhammad Mokaev,Muhammad Mokaev,Flyweight,Submission,3
2023-10-21,UFC 294: Makhachev vs. Volkanovski 2,Mohammad Yahya,Trevor Peek,Trevor Peek,Lightweight,Decision - Unanimous,3
2023-10-21,UFC 294: Makhachev vs. Volkanovski 2,Javid Basharat,Victor Henry,,Bantamweight,Could Not Continue,2
2023-10-21,UFC 294: Makhachev vs. Volkanovski 2,Abu Azaitar,Sedriques Dumas,Sedriques Dumas,Middleweight,Decision - Unanimous,3
2023-10-21,UFC 294: Makhachev vs. Volkanovski 2,Mike Breeden,Anshul Jubli,Mike Breeden,Lightweight,KO/TKO,3
2023-10-21,UFC 294: Makhachev vs. Volkanovski 2,Nathaniel Wood,Muhammad Naimov,Muhammad Naimov,Featherweight,Decision - Unanimous,3
2023-10-21,UFC 294: Makhachev vs. Volkanovski 2,Viktoriia Dudakova,Jinh Yu Frey,Viktoriia Dudakova,Women's Strawweight,Decision - Unanimous,3
2023-10-21,UFC 294: Makhachev vs. Volkanovski 2,Shara Magomedov,Bruno Silva,Shara Magomedov,Middleweight,Decision - Unanimous,3
2023-10-14,UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff,Edson Barboza,Edson Barboza,Featherweight,Decision - Unanimous,5
2023-10-14,UFC Fight Night: Yusuff vs. Barboza,Jennifer Maia,Viviane Araujo,Viviane Araujo,Women's Flyweight,Decision - Unanimous,3
2023-10-14,UFC Fight Night: Yusuff vs. Barboza,Jonathan Martinez,Adrian Yanez,Jonathan Martinez,Bantamweight,KO/TKO,2
2023-10-14,UFC Fight Night: Yusuff vs. Barboza,Andre Petroski,Michel Pereira,Michel Pereira,Middleweight,KO/TKO,1
2023-10-14,UFC Fight Night: Yusuff vs. Barboza,Christian Rodriguez,Cameron Saaiman,Christian Rodriguez,Bantamweight,Decision - Unanimous,3
2023-10-14,UFC Fight Night: Yusuff vs. Barboza,Darren Elkins,TJ Brown,Darren Elkins,Featherweight,Submission,3
2023-10-14,UFC Fight Night: Yusuff vs. Barboza,Tainara Lisboa,Ravena Oliveira,Tainara Lisboa,Women's Bantamweight,Decision - Unanimous,3
2023-10-14,UFC Fight Night: Yusuff vs. Barboza,Terrance McKinney,Brendon Marotte,Terrance McKinney,Lightweight,KO/TKO,1
2023-10-14,UFC Fight Night: Yusuff vs. Barboza,Irina Alekseeva,Melissa Mullins,Melissa Mullins,Women's Bantamweight,Decision - Unanimous,3
2023-10-14,UFC Fight Night: Yusuff vs. Barboza,Chris Gutierrez,Alatengheili,Chris Gutierrez,Bantamweight,Decision - Unanimous,3
2023-10-14,UFC Fight Night: Yusuff vs. Barboza,Ashley Yoder,Emily Ducote,Emily Ducote,Women's Strawweight,Decision - Unanimous,3
2023-10-07,UFC Fight Night: Dawson vs. Green,Grant Dawson,King Green,King Green,Lightweight,KO/TKO,1
2023-10-07,UFC Fight Night: Dawson vs. Green,Joe Pyfer,Abdul Razak Alhassan,Joe Pyfer,Middleweight,Submission,2
2023-10-07,UFC Fight Night: Dawson vs. Green,Alex Morono,Joaquin Buckley,Joaquin Buckley,Welterweight,Decision - Unanimous,3
2023-10-07,UFC Fight Night: Dawson vs. Green,Drew Dober,Ricky Glenn,Drew Dober,Lightweight,KO/TKO,1
2023-10-07,UFC Fight Night: Dawson vs. Green,Alexander Hernandez,Bill Algeo,Bill Algeo,Featherweight,Decision - Unanimous,3
2023-10-07,UFC Fight Night: Dawson vs. Green,Karolina Kowalkiewicz,Diana Belbita,Karolina Kowalkiewicz,Women's Strawweight,Decision - Unanimous,3
2023-10-07,UFC Fight Night: Dawson vs. Green,Nate Maness,Mateus Mendonca,Nate Maness,Flyweight,KO/TKO,1
2023-10-07,UFC Fight Night: Dawson vs. Green,Vanessa Demopoulos,Kanako Murata,Vanessa Demopoulos,Women's Strawweight,Decision - Unanimous,3
2023-10-07,UFC Fight Night: Dawson vs. Green,Aoriqileng,Johnny Munoz,Aoriqileng,Bantamweight,Decision - Unanimous,3
2023-10-07,UFC Fight Night: Dawson vs. Green,Montana De La Rosa,JJ Aldrich,JJ Aldrich,Women's Flyweight,Decision - Unanimous,3
2023-09-23,UFC Fight Night: Fiziev vs. Gamrot,Rafael Fiziev,Mateusz Gamrot,Mateusz Gamrot,Lightweight,KO/TKO,2
2023-09-23,UFC Fight Night: Fiziev vs. Gamrot,Bryce Mitchell,Dan Ige,Bryce Mitchell,Featherweight,Decision - Unanimous,3
2023-09-23,UFC Fight Night: Fiziev vs. Gamrot,Marina Rodriguez,Michelle Waterson-Gomez,Marina Rodriguez,Women's Strawweight,KO/TKO,2
2023-09-23,UFC Fight Night: Fiziev vs. Gamrot,Bryan Battle,AJ Fletcher,Bryan Battle,Welterweight,Submission,2
2023-09-23,UFC Fight Night: Fiziev vs. Gamrot,Ricardo Ramos,Charles Jourdain,Charles Jourdain,Featherweight,Submission,1
2023-09-23,UFC Fight Night: Fiziev vs. Gamrot,Dan Argueta,Miles Johns,,Bantamweight,Overturned,3
2023-09-23,UFC Fight Night: Fiziev vs. Gamrot,Tim Means,Andre Fialho,Tim Means,Welterweight,KO/TKO,3
2023-09-23,UFC Fight Night: Fiziev vs. Gamrot,Jacob Malkoun,Cody Brundage,Cody Brundage,Middleweight,DQ,1
2023-09-23,UFC Fight Night: Fiziev vs. Gamrot,Mohammed Usman,Jake Collier,Mohammed Usman,Heavyweight,Decision - Unanimous,3
2023-09-23,UFC Fight Night: Fiziev vs. Gamrot,Mizuki,Hannah Goldy,Mizuki,Women's Strawweight,Decision - Unanimous,3
2023-09-23,UFC Fight Night: Fiziev vs. Gamrot,Tamires Vidal,Montse Rendon,Montse Rendon,Women's Bantamweight,Decision - Split,3
2023-09-16,UFC Fight Night: Grasso vs. Shevchenko 2,Alexa Grasso,Valentina Shevchenko,,Women's Flyweight,Decision - Split,5
2023-09-16,UFC Fight Night: Grasso vs. Shevchenko 2,Kevin Holland,Jack Della Maddalena,Jack Della Maddalena,Welterweight,Decision - Split,3
2023-09-16,UFC Fight Night: Grasso vs. Shevchenko 2,Raul Rosas Jr.,Terrence Mitchell,Raul Rosas Jr.,Bantamweight,KO/TKO,1
2023-09-16,UFC Fight Night: Grasso vs. Shevchenko 2,Daniel Zellhuber,Christos Giagos,Daniel Zellhuber,Lightweight,Submission,2
2023-09-16,UFC Fight Night: Grasso vs. Shevchenko 2,Fernando Padilla,Kyle Nelson,Kyle Nelson,Featherweight,Decision - Unanimous,3
2023-09-16,UFC Fight Night: Grasso vs. Shevchenko 2,Loopy Godinez,Elise Reed,Loopy Godinez,Women's Strawweight,Submission,2
2023-09-16,UFC Fight Night: Grasso vs. Shevchenko 2,Roman Kopylov,Josh Fremd,Roman Kopylov,Middleweight,KO/TKO,2
2023-09-16,UFC Fight Night: Grasso vs. Shevchenko 2,Edgar Chairez,Daniel Lacerda,,Flyweight,Overturned,1
2023-09-16,UFC Fight Night: Grasso vs. Shevchenko 2,Tracy Cortez,Jasmine Jasudavicius,Tracy Cortez,Women's Flyweight,Decision - Unanimous,3
2023-09-16,UFC Fight Night: Grasso vs. Shevchenko 2,Alex Reyes,Charlie Campbell,Charlie Campbell,Lightweight,KO/TKO,1
2023-09-16,UFC Fight Night: Grasso vs. Shevchenko 2,Josefine Knutsson,Marnic Mann,Josefine Knutsson,Women's Strawweight,Decision - Unanimous,3
2023-09-09,UFC 293: Adesanya vs. Strickland,Israel Adesanya,Sean Strickland,Sean Strickland,Middleweight,Decision - Unanimous,5
2023-09-09,UFC 293: Adesanya vs. Strickland,Tai Tuivasa,Alexander Volkov,Alexander Volkov,Heavyweight,Submission,2
2023-09-09,UFC 293: Adesanya vs. Strickland,Manel Kape,Felipe dos Santos,Manel Kape,Flyweight,Decision - Unanimous,3
2023-09-09,UFC 293: Adesanya vs. Strickland,Justin Tafa,Austen Lane,Justin Tafa,Heavyweight,KO/TKO,1
2023-09-09,UFC 293: Adesanya vs. Strickland,Tyson Pedro,Anton Turkalj,Tyson Pedro,Light Heavyweight,KO/TKO,1
2023-09-09,UFC 293: Adesanya vs. Strickland,Carlos Ulberg,Da Woon Jung,Carlos Ulberg,Light Heavyweight,Submission,3
2023-09-09,UFC 293: Adesanya vs. Strickland,Jack Jenkins,Chepe Mariscal,Chepe Mariscal,Featherweight,KO/TKO,2
2023-09-09,UFC 293: Adesanya vs. Strickland,Jamie Mullarkey,John Makdessi,Jamie Mullarkey,Lightweight,Decision - Unanimous,3
2023-09-09,UFC 293: Adesanya vs. Strickland,Nasrat Haqparast,Landon Quinones,Nasrat Haqparast,Lightweight,Decision - Unanimous,3
2023-09-09,UFC 293: Adesanya vs. Strickland,Blood Diamond,Charles Radtke,Charles Radtke,Welterweight,Decision - Unanimous,3
2023-09-09,UFC 293: Adesanya vs. Strickland,Shane Young,Gabriel Miranda,Gabriel Miranda,Featherweight,Submission,1
2023-09-09,UFC 293: Adesanya vs. Strickland,Kevin Jousset,Kiefer Crosbie,Kevin Jousset,Welterweight,Submission,1
2023-09-02,UFC Fight Night: Gane vs. Spivac,Ciryl Gane,Serghei Spivac,Ciryl Gane,Heavyweight,KO/TKO,2
2023-09-02,UFC Fight Night: Gane vs. Spivac,Manon Fiorot,Rose Namajunas,Manon Fiorot,Women's Flyweight,Decision - Unanimous,3
2023-09-02,UFC Fight Night: Gane vs. Spivac,Benoit Saint Denis,Thiago Moises,Benoit Saint Denis,Lightweight,KO/TKO,2
2023-09-02,UFC Fight Night: Gane vs. Spivac,Volkan Oezdemir,Bogdan Guskov,Volkan Oezdemir,Light Heavyweight,Submission,1
2023-09-02,UFC Fight Night: Gane vs. Spivac,William Gomis,Yanis Ghemmouri,William Gomis,Featherweight,KO/TKO,3
2023-09-02,UFC Fight Night: Gane vs. Spivac,Morgan Charriere,Manolo Zecchini,Morgan Charriere,Featherweight,KO/TKO,1
2023-09-02,UFC Fight Night: Gane vs. Spivac,Taylor Lapilus,Caolan Loughran,Taylor Lapilus,Bantamweight,Decision - Unanimous,3
2023-09-02,UFC Fight Night: Gane vs. Spivac,Ange Loosa,Rhys McKee,Ange Loosa,Welterweight,Decision - Unanimous,3
2023-09-02,UFC Fight Night: Gane vs. Spivac,Nora Cornolle,Joselyne Edwards,Nora Cornolle,Women's Bantamweight,Decision - Unanimous,3
2023-09-02,UFC Fight Night: Gane vs. Spivac,Farid Basharat,Kleydson Rodrigues,Farid Basharat,Bantamweight,Submission,1
2023-09-02,UFC Fight Night: Gane vs. Spivac,Zarah Fairn,Jacqueline Cavalcanti,Jacqueline Cavalcanti,Catch Weight,Decision - Unanimous,3
2023-08-26,UFC Fight Night: Holloway vs. The Korean Zombie,Max Holloway,Chan Sung Jung,Max Holloway,Featherweight,KO/TKO,3
2023-08-26,UFC Fight Night: Holloway vs. The Korean Zombie,Anthony Smith,Ryan Spann,Anthony Smith,Light Heavyweight,Decision - Split,3
2023-08-26,UFC Fight Night: Holloway vs. The Korean Zombie,Giga Chikadze,Alex Caceres,Giga Chikadze,Featherweight,Decision - Unanimous,3
2023-08-26,UFC Fight Night: Holloway vs. The Korean Zombie,Rinya Nakamura,Fernie Garcia,Rinya Nakamura,Bantamweight,Decision - Unanimous,3
2023-08-26,UFC Fight Night: Holloway vs. The Korean Zombie,Erin Blanchfield,Taila Santos,Erin Blanchfield,Women's Flyweight,Decision - Unanimous,3
2023-08-26,UFC Fight Night: Holloway vs. The Korean Zombie,Junior Tafa,Parker Porter,Junior Tafa,Heavyweight,KO/TKO,1
2023-08-26,UFC Fight Night: Holloway vs. The Korean Zombie,Waldo Cortes Acosta,Lukasz Brzeski,Waldo Cortes Acosta,Heavyweight,KO/TKO,1
2023-08-26,UFC Fight Night: Holloway vs. The Korean Zombie,Toshiomi Kazama,Garrett Armfield,Garrett Armfield,Bantamweight,KO/TKO,1
2023-08-26,UFC Fight Night: Holloway vs. The Korean Zombie,Chidi Njokuani,Michal Oleksiejczuk,Michal Oleksiejczuk,Middleweight,KO/TKO,1
2023-08-26,UFC Fight Night: Holloway vs. The Korean Zombie,Song Kenan,Rolando Bedoya,Song Kenan,Welterweight,Decision - Unanimous,3
2023-08-26,UFC Fight Night: Holloway vs. The Korean Zombie,Billy Ray Goff,Yusaku Kinoshita,Billy Ray Goff,Welterweight,KO/TKO,1
2023-08-26,UFC Fight Night: Holloway vs. The Korean Zombie,Liang Na,JJ Aldrich,JJ Aldrich,Women's Flyweight,KO/TKO,2
2023-08-26,UFC Fight Night: Holloway vs. The Korean Zombie,SeungWoo Choi,Jarno Errens,SeungWoo Choi,Featherweight,Decision - Unanimous,3
2023-08-19,UFC 292: Sterling vs. O'Malley,Aljamain Sterling,Sean O'Malley,Sean O'Malley,Bantamweight,KO/TKO,2
2023-08-19,UFC 292: Sterling vs. O'Malley,Zhang Weili,Amanda Lemos,Zhang Weili,Women's Strawweight,Decision - Unanimous,5
2023-08-19,UFC 292: Sterling vs. O'Malley,Neil Magny,Ian Machado Garry,Ian Machado Garry,Welterweight,Decision - Unanimous,3
2023-08-19,UFC 292: Sterling vs. O'Malley,Da'Mon Blackshear,Mario Bautista,Mario Bautista,Bantamweight,Decision - Unanimous,3
2023-08-19,UFC 292: Sterling vs. O'Malley,Marlon Vera,Pedro Munhoz,Marlon Vera,Bantamweight,Decision - Unanimous,3
2023-08-19,UFC 292: Sterling vs. O'Malley,Chris Weidman,Brad Tavares,Brad Tavares,Middleweight,Decision - Unanimous,3
2023-08-19,UFC 292: Sterling vs. O'Malley,Gregory Rodrigues,Denis Tiuliulin,Gregory Rodrigues,Middleweight,KO/TKO,1
2023-08-19,UFC 292: Sterling vs. O'Malley,Kurt Holobaugh,Austin Hubbard,Kurt Holobaugh,Lightweight,Submission,2
2023-08-19,UFC 292: Sterling vs. O'Malley,Brad Katona,Cody Gibson,Brad Katona,Bantamweight,Decision - Unanimous,3
2023-08-19,UFC 292: Sterling vs. O'Malley,Andre Petroski,Gerald Meerschaert,Andre Petroski,Middleweight,Decision - Split,3
2023-08-19,UFC 292: Sterling vs. O'Malley,Andrea Lee,Natalia Silva,Natalia Silva,Women's Flyweight,Decision - Unanimous,3
2023-08-19,UFC 292: Sterling vs. O'Malley,Karine Silva,Maryna Moroz,Karine Silva,Women's Flyweight,Submission,1
2023-08-12,UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque,Rafael Dos Anjos,Vicente Luque,Welterweight,Decision - Unanimous,5
2023-08-12,UFC Fight Night: Luque vs. Dos Anjos,Cub Swanson,Hakeem Dawodu,Cub Swanson,Featherweight,Decision - Unanimous,3
2023-08-12,UFC Fight Night: Luque vs. Dos Anjos,Khalil Rountree Jr.,Chris Daukaus,Khalil Rountree Jr.,Light Heavyweight,KO/TKO,1
2023-08-12,UFC Fight Night: Luque vs. Dos Anjos,Polyana Viana,Iasmin Lucindo,Iasmin Lucindo,Women's Strawweight,Submission,2
2023-08-12,UFC Fight Night: Luque vs. Dos Anjos,AJ Dobson,Tafon Nchukwi,AJ Dobson,Middleweight,Decision - Unanimous,3
2023-08-12,UFC Fight Night: Luque vs. Dos Anjos,Josh Fremd,Jamie Pickett,Josh Fremd,Middleweight,Decision - Unanimous,3
2023-08-12,UFC Fight Night: Luque vs. Dos Anjos,JP Buys,Marcus McGhee,Marcus McGhee,Bantamweight,KO/TKO,1
2023-08-12,UFC Fight Night: Luque vs. Dos Anjos,Terrance McKinney,Mike Breeden,Terrance McKinney,Lightweight,KO/TKO,1
2023-08-12,UFC Fight Night: Luque vs. Dos Anjos,Francis Marshall,Isaac Dulgarian,Isaac Dulgarian,Featherweight,KO/TKO,1
2023-08-12,UFC Fight Night: Luque vs. Dos Anjos,Josh Parisian,Martin Buday,Martin Buday,Heavyweight,Submission,1
